date,browser,visits
2016-11-22,Internet Explorer,4928816
2016-11-22,Firefox,2062567
2016-11-22,Edge,888596
2016-11-22,Safari (in-app),381806
2016-11-22,Android Browser,148330
2016-11-22,Amazon Silk,70459
2016-11-22,Opera Mini,65569
2016-11-22,Opera,56432
2016-11-22,UC Browser,44844
2016-11-22,BlackBerry,13192
2016-11-22,YaBrowser,5869
2016-11-22,Maxthon,4745
2016-11-22,Mozilla Compatible Agent,4422
2016-11-22,Coc Coc,3808
2016-11-22,SeaMonkey,2477
2016-11-22,IE with Chrome Frame,857
2016-11-22,Nokia Browser,760
2016-11-22,Mozilla,498
2016-11-22,MRCHROME,440
2016-11-22,Iron,353
2016-11-22,Nintendo Browser,343
2016-11-22,NetFront,292
2016-11-22,Playstation Vita Browser,201
2016-11-22,ios-app,174
2016-11-22,Playstation 3,157
2016-11-22,DDG-Android-3.0.14,155
2016-11-22,YE,154
2016-11-22,Caremark iPhone,133
2016-11-22,Netscape,102
2016-11-23,Chrome,10262734
2016-11-23,Safari,5611677
2016-11-23,Internet Explorer,3821704
2016-11-23,Firefox,1727018
2016-11-23,Edge,738232
2016-11-23,Safari (in-app),352499
2016-11-23,Android Browser,143644
2016-11-23,Amazon Silk,65200
2016-11-23,Opera Mini,63288
2016-11-23,Opera,53438
2016-11-23,UC Browser,44683
2016-11-23,BlackBerry,12630
2016-11-23,YaBrowser,5939
2016-11-23,Maxthon,4473
2016-11-23,Mozilla Compatible Agent,4189
2016-11-23,Coc Coc,3494
2016-11-23,SeaMonkey,2317
2016-11-23,Mozilla,757
2016-11-23,IE with Chrome Frame,745
2016-11-23,Nokia Browser,721
2016-11-23,MRCHROME,397
2016-11-23,Nintendo Browser,395
2016-11-23,Iron,337
2016-11-23,NetFront,311
2016-11-23,Playstation Vita Browser,174
2016-11-23,ios-app,173
2016-11-23,DDG-Android-3.0.14,167
2016-11-23,Playstation 3,158
2016-11-23,YE,141
2016-11-23,Caremark iPhone,132
2016-11-23,Netscape,131
2016-11-24,Chrome,6277845
2016-11-24,Safari,3886012
2016-11-24,Internet Explorer,1051313
2016-11-24,Firefox,963335
2016-11-24,Edge,433089
2016-11-24,Safari (in-app),241055
2016-11-24,Android Browser,126416
2016-11-24,Opera Mini,59993
2016-11-24,Amazon Silk,53838
2016-11-24,Opera,42811
2016-11-24,UC Browser,42667
2016-11-24,BlackBerry,10897
2016-11-24,YaBrowser,5229
2016-11-24,Maxthon,3550
2016-11-24,Coc Coc,3370
2016-11-24,Mozilla Compatible Agent,3015
2016-11-24,SeaMonkey,1537
2016-11-24,Mozilla,758
2016-11-24,Nokia Browser,719
2016-11-24,IE with Chrome Frame,429
2016-11-24,MRCHROME,344
2016-11-24,Nintendo Browser,271
2016-11-24,NetFront,270
2016-11-24,Iron,229
2016-11-24,Playstation Vita Browser,162
2016-11-24,Netscape,124
2016-11-24,DDG-Android-3.0.14,122
2016-11-24,Playstation 3,118
2016-11-24,YE,114
2016-11-24,SpeedaNewsPicks,113
2016-11-24,ios-app,103
2016-11-25,Chrome,7735043
2016-11-25,Safari,4974752
2016-11-25,Internet Explorer,1988487
2016-11-25,Firefox,1243110
2016-11-25,Edge,612662
2016-11-25,Safari (in-app),302872
2016-11-25,Android Browser,128272
2016-11-25,Amazon Silk,65439
2016-11-25,Opera Mini,53081
2016-11-25,Opera,44770
2016-11-25,UC Browser,39373
2016-11-25,BlackBerry,11016
2016-11-25,YaBrowser,5079
2016-11-25,Mozilla Compatible Agent,3953
2016-11-25,Maxthon,3521
2016-11-25,Coc Coc,2886
2016-11-25,SeaMonkey,2034
2016-11-25,Mozilla,1157
2016-11-25,Nokia Browser,660
2016-11-25,IE with Chrome Frame,477
2016-11-25,MRCHROME,359
2016-11-25,Nintendo Browser,287
2016-11-25,Iron,277
2016-11-25,NetFront,235
2016-11-25,ios-app,234
2016-11-25,Playstation Vita Browser,147
2016-11-25,Netscape,132
2016-11-25,Caremark iPhone,130
2016-11-25,DDG-Android-3.0.14,127
2016-11-25,Playstation 3,123
2016-11-25,YE,121
2016-11-26,Chrome,6746132
2016-11-26,Safari,4747783
2016-11-26,Internet Explorer,1148898
2016-11-26,Firefox,1045520
2016-11-26,Edge,576512
2016-11-26,Safari (in-app),285896
2016-11-26,Android Browser,121495
2016-11-26,Amazon Silk,65081
2016-11-26,Opera Mini,48978
2016-11-26,Opera,40158
2016-11-26,UC Browser,37042
2016-11-26,BlackBerry,9903
2016-11-26,YaBrowser,4766
2016-11-26,Mozilla Compatible Agent,3527
2016-11-26,Maxthon,3100
2016-11-26,Coc Coc,2577
2016-11-26,SeaMonkey,1836
2016-11-26,Mozilla,1038
2016-11-26,Nokia Browser,597
2016-11-26,MRCHROME,376
2016-11-26,Nintendo Browser,334
2016-11-26,NetFront,252
2016-11-26,Iron,202
2016-11-26,Playstation Vita Browser,176
2016-11-26,IE with Chrome Frame,174
2016-11-26,Playstation 3,155
2016-11-26,DDG-Android-3.0.14,151
2016-11-26,Caremark iPhone,150
2016-11-26,YE,145
2016-11-26,ios-app,133
2016-11-27,Chrome,7496338
2016-11-27,Safari,4929702
2016-11-27,Internet Explorer,1254535
2016-11-27,Firefox,1159255
2016-11-27,Edge,686823
2016-11-27,Safari (in-app),305458
2016-11-27,Android Browser,126589
2016-11-27,Amazon Silk,70441
2016-11-27,Opera Mini,54696
2016-11-27,Opera,42648
2016-11-27,UC Browser,41504
2016-11-27,BlackBerry,10126
2016-11-27,YaBrowser,5162
2016-11-27,Maxthon,3381
2016-11-27,Mozilla Compatible Agent,3380
2016-11-27,Coc Coc,3032
2016-11-27,SeaMonkey,1825
2016-11-27,Mozilla,1121
2016-11-27,Nokia Browser,720
2016-11-27,MRCHROME,401
2016-11-27,Nintendo Browser,375
2016-11-27,NetFront,258
2016-11-27,IE with Chrome Frame,238
2016-11-27,Playstation 3,211
2016-11-27,Playstation Vita Browser,180
2016-11-27,Iron,173
2016-11-27,DDG-Android-3.0.14,144
2016-11-27,Caremark iPhone,128
2016-11-27,YE,124
2016-11-27,Netscape,114
2016-11-28,Chrome,13817555
2016-11-28,Safari,6997872
2016-11-28,Internet Explorer,5410611
2016-11-28,Firefox,2304028
2016-11-28,Edge,1077411
2016-11-28,Safari (in-app),334633
2016-11-28,Android Browser,146182
2016-11-28,Amazon Silk,77922
2016-11-28,Opera Mini,62027
2016-11-28,Opera,58184
2016-11-28,UC Browser,45210
2016-11-28,BlackBerry,12778
2016-11-28,YaBrowser,5950
2016-11-28,Mozilla Compatible Agent,4890
2016-11-28,Maxthon,4833
2016-11-28,Coc Coc,3914
2016-11-28,SeaMonkey,2849
2016-11-28,Mozilla,1548
2016-11-28,IE with Chrome Frame,860
2016-11-28,Nokia Browser,719
2016-11-28,MRCHROME,415
2016-11-28,Nintendo Browser,390
2016-11-28,Iron,378
2016-11-28,NetFront,282
2016-11-28,ios-app,231
2016-11-28,Playstation 3,180
2016-11-28,Playstation Vita Browser,177
2016-11-28,Caremark iPhone,171
2016-11-28,DDG-Android-3.0.14,154
2016-11-28,YE,151
2016-11-28,Netscape,126
2016-11-28,Job Search,110
2016-11-29,Chrome,14130463
2016-11-29,Safari,7306765
2016-11-29,Internet Explorer,5484675
2016-11-29,Firefox,2343702
2016-11-29,Edge,1080792
2016-11-29,Safari (in-app),343346
2016-11-29,Android Browser,146846
2016-11-29,Amazon Silk,79586
2016-11-29,Opera Mini,61243
2016-11-29,Opera,59217
2016-11-29,UC Browser,45651
2016-11-29,BlackBerry,13142
2016-11-29,YaBrowser,5783
2016-11-29,Mozilla Compatible Agent,5333
2016-11-29,Maxthon,4887
2016-11-29,Coc Coc,4300
2016-11-29,SeaMonkey,2539
2016-11-29,Mozilla,1696
2016-11-29,IE with Chrome Frame,930
2016-11-29,Nokia Browser,790
2016-11-29,MRCHROME,433
2016-11-29,Nintendo Browser,379
2016-11-29,Iron,342
2016-11-29,ios-app,341
2016-11-29,NetFront,262
2016-11-29,Playstation 3,227
2016-11-29,Playstation Vita Browser,182
2016-11-29,DDG-Android-3.0.14,160
2016-11-29,Caremark iPhone,154
2016-11-29,Netscape,154
2016-11-29,YE,152
2016-11-30,Chrome,14114392
2016-11-30,Safari,7617079
2016-11-30,Internet Explorer,5376115
2016-11-30,Firefox,2312163
2016-11-30,Edge,1071195
2016-11-30,Safari (in-app),329502
2016-11-30,Android Browser,147531
2016-11-30,Amazon Silk,80636
2016-11-30,Opera Mini,60628
2016-11-30,Opera,59047
2016-11-30,UC Browser,46421
2016-11-30,BlackBerry,13049
2016-11-30,Mozilla Compatible Agent,5700
2016-11-30,YaBrowser,5558
2016-11-30,Maxthon,5120
2016-11-30,Coc Coc,3837
2016-11-30,SeaMonkey,2683
2016-11-30,Mozilla,1891
2016-11-30,IE with Chrome Frame,836
2016-11-30,Nokia Browser,759
2016-11-30,MRCHROME,432
2016-11-30,Nintendo Browser,422
2016-11-30,ios-app,378
2016-11-30,Iron,351
2016-11-30,NetFront,276
2016-11-30,Playstation 3,201
2016-11-30,DDG-Android-3.0.14,185
2016-11-30,osee2unifiedRelease,179
2016-11-30,Caremark iPhone,178
2016-11-30,Netscape,177
2016-11-30,YE,170
2016-11-30,Playstation Vita Browser,163
2016-12-01,Chrome,13667865
2016-12-01,Safari,7606661
2016-12-01,Internet Explorer,5122619
2016-12-01,Firefox,2196788
2016-12-01,Edge,1010004
2016-12-01,Safari (in-app),356973
2016-12-01,Android Browser,143786
2016-12-01,Amazon Silk,77574
2016-12-01,Opera Mini,60376
2016-12-01,Opera,57740
2016-12-01,UC Browser,44882
2016-12-01,BlackBerry,13070
2016-12-01,YaBrowser,6028
2016-12-01,Mozilla Compatible Agent,5567
2016-12-01,Maxthon,4789
2016-12-01,Coc Coc,3652
2016-12-01,SeaMonkey,2476
2016-12-01,Mozilla,1771
2016-12-01,Nokia Browser,769
2016-12-01,IE with Chrome Frame,743
2016-12-01,ios-app,439
2016-12-01,MRCHROME,429
2016-12-01,Nintendo Browser,357
2016-12-01,Iron,309
2016-12-01,NetFront,275
2016-12-01,Caremark iPhone,203
2016-12-01,Playstation 3,160
2016-12-01,DDG-Android-3.0.14,141
2016-12-01,Netscape,139
2016-12-01,Playstation Vita Browser,135
2016-12-01,YE,124
2016-12-01,osee2unifiedRelease,112
2016-12-02,Chrome,12168759
2016-12-02,Safari,7076980
2016-12-02,Internet Explorer,4497300
2016-12-02,Firefox,1992244
2016-12-02,Edge,903103
2016-12-02,Safari (in-app),323936
2016-12-02,Android Browser,132388
2016-12-02,Amazon Silk,74177
2016-12-02,Opera,52808
2016-12-02,Opera Mini,51724
2016-12-02,UC Browser,39457
2016-12-02,BlackBerry,11694
2016-12-02,YaBrowser,5526
2016-12-02,Mozilla Compatible Agent,5193
2016-12-02,Maxthon,4128
2016-12-02,Coc Coc,3193
2016-12-02,SeaMonkey,2525
2016-12-02,Mozilla,1559
2016-12-02,Nokia Browser,663
2016-12-02,IE with Chrome Frame,627
2016-12-02,MRCHROME,418
2016-12-02,ios-app,411
2016-12-02,Nintendo Browser,366
2016-12-02,Iron,289
2016-12-02,NetFront,204
2016-12-02,Caremark iPhone,190
2016-12-02,Playstation 3,172
2016-12-02,YE,153
2016-12-02,DDG-Android-3.0.14,149
2016-12-02,Playstation Vita Browser,143
2016-12-02,Netscape,125
2016-12-03,Chrome,7757090
2016-12-03,Safari,5848790
2016-12-03,Internet Explorer,1384542
2016-12-03,Firefox,1195329
2016-12-03,Edge,684119
2016-12-03,Safari (in-app),288169
2016-12-03,Android Browser,121604
2016-12-03,Amazon Silk,74113
2016-12-03,Opera Mini,46517
2016-12-03,Opera,43878
2016-12-03,UC Browser,36347
2016-12-03,BlackBerry,10273
2016-12-03,YaBrowser,4771
2016-12-03,Mozilla Compatible Agent,4234
2016-12-03,Maxthon,3244
2016-12-03,Coc Coc,2716
2016-12-03,SeaMonkey,2015
2016-12-03,Mozilla,1095
2016-12-03,Nokia Browser,568
2016-12-03,Nintendo Browser,411
2016-12-03,MRCHROME,367
2016-12-03,ios-app,286
2016-12-03,IE with Chrome Frame,245
2016-12-03,NetFront,224
2016-12-03,Playstation 3,199
2016-12-03,Playstation Vita Browser,174
2016-12-03,Iron,172
2016-12-03,DDG-Android-3.0.14,153
2016-12-03,Caremark iPhone,138
2016-12-03,YE,138
2016-12-03,Netscape,122
2016-12-03,Emb,111
2016-12-03,YelpWebView,111
2016-12-04,Chrome,7904819
2016-12-04,Safari,5455173
2016-12-04,Internet Explorer,1369411
2016-12-04,Firefox,1213142
2016-12-04,Edge,740549
2016-12-04,Safari (in-app),275907
2016-12-04,Android Browser,123374
2016-12-04,Amazon Silk,76671
2016-12-04,Opera Mini,50795
2016-12-04,Opera,43704
2016-12-04,UC Browser,39268
2016-12-04,BlackBerry,10219
2016-12-04,YaBrowser,5012
2016-12-04,Mozilla Compatible Agent,3825
2016-12-04,Maxthon,3690
2016-12-04,Coc Coc,3161
2016-12-04,SeaMonkey,1904
2016-12-04,Mozilla,884
2016-12-04,Nokia Browser,676
2016-12-04,MRCHROME,389
2016-12-04,Nintendo Browser,387
2016-12-04,IE with Chrome Frame,262
2016-12-04,NetFront,248
2016-12-04,Playstation 3,229
2016-12-04,Iron,219
2016-12-04,ios-app,178
2016-12-04,Playstation Vita Browser,169
2016-12-04,DDG-Android-3.0.14,167
2016-12-04,YE,138
2016-12-04,Netscape,128
2016-12-04,Caremark iPhone,127
2016-12-05,Chrome,14596783
2016-12-05,Safari,7929438
2016-12-05,Internet Explorer,5625013
2016-12-05,Firefox,2425252
2016-12-05,Edge,1151579
2016-12-05,Safari (in-app),383055
2016-12-05,Android Browser,147203
2016-12-05,Amazon Silk,86384
2016-12-05,Android Webview,82601
2016-12-05,Opera,60309
2016-12-05,Opera Mini,58280
2016-12-05,UC Browser,42025
2016-12-05,BlackBerry,12742
2016-12-05,YaBrowser,5899
2016-12-05,Mozilla Compatible Agent,5631
2016-12-05,Maxthon,5164
2016-12-05,Coc Coc,3657
2016-12-05,SeaMonkey,3041
2016-12-05,Mozilla,1097
2016-12-05,IE with Chrome Frame,870
2016-12-05,Nokia Browser,680
2016-12-05,Nintendo Browser,446
2016-12-05,MRCHROME,406
2016-12-05,ios-app,391
2016-12-05,Iron,310
2016-12-05,Playstation Vita Browser,237
2016-12-05,NetFront,235
2016-12-05,Playstation 3,225
2016-12-05,Caremark iPhone,184
2016-12-05,DDG-Android-3.0.14,179
2016-12-05,YE,152
2016-12-05,Netscape,130
2016-12-06,Chrome,13961975
2016-12-06,Safari,7635078
2016-12-06,Internet Explorer,5554983
2016-12-06,Firefox,2360341
2016-12-06,Edge,1103527
2016-12-06,Safari (in-app),335170
2016-12-06,Android Webview,263105
2016-12-06,Android Browser,144089
2016-12-06,Amazon Silk,86195
2016-12-06,Opera,58780
2016-12-06,Opera Mini,58772
2016-12-06,UC Browser,42595
2016-12-06,BlackBerry,13118
2016-12-06,YaBrowser,6817
2016-12-06,Mozilla Compatible Agent,5589
2016-12-06,Maxthon,5262
2016-12-06,Coc Coc,3747
2016-12-06,SeaMonkey,2865
2016-12-06,IE with Chrome Frame,824
2016-12-06,Mozilla,812
2016-12-06,Nokia Browser,692
2016-12-06,MRCHROME,501
2016-12-06,Nintendo Browser,376
2016-12-06,ios-app,364
2016-12-06,Iron,321
2016-12-06,NetFront,244
2016-12-06,Playstation Vita Browser,186
2016-12-06,Playstation 3,184
2016-12-06,DDG-Android-3.0.14,176
2016-12-06,Caremark iPhone,164
2016-12-06,YE,127
2016-12-06,Netscape,107
2016-12-07,Chrome,13995864
2016-12-07,Safari,7625071
2016-12-07,Internet Explorer,5435090
2016-12-07,Firefox,2341992
2016-12-07,Edge,1079095
2016-12-07,Safari (in-app),336058
2016-12-07,Android Browser,141556
2016-12-07,Amazon Silk,86978
2016-12-07,Opera,58407
2016-12-07,Opera Mini,57037
2016-12-07,UC Browser,43082
2016-12-07,BlackBerry,12778
2016-12-07,YaBrowser,6147
2016-12-07,Mozilla Compatible Agent,5276
2016-12-07,Maxthon,4899
2016-12-07,Coc Coc,3401
2016-12-07,SeaMonkey,2730
2016-12-07,Mozilla,829
2016-12-07,IE with Chrome Frame,717
2016-12-07,Nokia Browser,710
2016-12-07,pa11y,527
2016-12-07,Nintendo Browser,453
2016-12-07,MRCHROME,425
2016-12-07,ios-app,413
2016-12-07,Iron,347
2016-12-07,NetFront,255
2016-12-07,Playstation Vita Browser,178
2016-12-07,DDG-Android-3.0.14,169
2016-12-07,Playstation 3,168
2016-12-07,YE,141
2016-12-07,Caremark iPhone,140
2016-12-07,Netscape,137
2016-12-08,Chrome,13913937
2016-12-08,Safari,7761082
2016-12-08,Internet Explorer,5343675
2016-12-08,Firefox,2337222
2016-12-08,Edge,1066640
2016-12-08,Safari (in-app),398095
2016-12-08,Android Browser,145166
2016-12-08,Amazon Silk,91911
2016-12-08,Opera,57929
2016-12-08,Opera Mini,55522
2016-12-08,UC Browser,42342
2016-12-08,BlackBerry,13219
2016-12-08,YaBrowser,6116
2016-12-08,Mozilla Compatible Agent,5600
2016-12-08,Maxthon,4733
2016-12-08,Coc Coc,3353
2016-12-08,SeaMonkey,3001
2016-12-08,Mozilla,827
2016-12-08,Nokia Browser,686
2016-12-08,IE with Chrome Frame,642
2016-12-08,ios-app,503
2016-12-08,Nintendo Browser,445
2016-12-08,MRCHROME,414
2016-12-08,Iron,294
2016-12-08,NetFront,239
2016-12-08,DDG-Android-3.0.14,234
2016-12-08,Playstation 3,218
2016-12-08,Caremark iPhone,217
2016-12-08,Playstation Vita Browser,158
2016-12-08,YE,157
2016-12-08,Netscape,144
2016-12-09,Chrome,12256655
2016-12-09,Safari,7035042
2016-12-09,Internet Explorer,4637759
2016-12-09,Firefox,2082698
2016-12-09,Edge,940205
2016-12-09,Safari (in-app),343130
2016-12-09,Android Browser,135286
2016-12-09,Amazon Silk,85036
2016-12-09,Opera,52915
2016-12-09,Opera Mini,48407
2016-12-09,UC Browser,38440
2016-12-09,BlackBerry,11782
2016-12-09,YaBrowser,5680
2016-12-09,Mozilla Compatible Agent,5162
2016-12-09,Maxthon,4292
2016-12-09,Coc Coc,2945
2016-12-09,SeaMonkey,2750
2016-12-09,Mozilla,804
2016-12-09,Nokia Browser,639
2016-12-09,IE with Chrome Frame,611
2016-12-09,MRCHROME,427
2016-12-09,ios-app,399
2016-12-09,Nintendo Browser,393
2016-12-09,Iron,288
2016-12-09,NetFront,218
2016-12-09,Caremark iPhone,196
2016-12-09,Playstation 3,194
2016-12-09,DDG-Android-3.0.14,181
2016-12-09,Playstation Vita Browser,168
2016-12-09,Netscape,166
2016-12-09,YE,111
2016-12-10,Chrome,7824094
2016-12-10,Safari,5889635
2016-12-10,Internet Explorer,1498813
2016-12-10,Firefox,1258150
2016-12-10,Edge,705857
2016-12-10,Safari (in-app),301037
2016-12-10,Android Browser,124567
2016-12-10,Amazon Silk,83265
2016-12-10,Opera Mini,45497
2016-12-10,Opera,42854
2016-12-10,UC Browser,35175
2016-12-10,BlackBerry,10478
2016-12-10,YaBrowser,4972
2016-12-10,Mozilla Compatible Agent,4057
2016-12-10,Maxthon,3241
2016-12-10,Coc Coc,2569
2016-12-10,SeaMonkey,2203
2016-12-10,Mozilla,630
2016-12-10,Nokia Browser,624
2016-12-10,Nintendo Browser,459
2016-12-10,MRCHROME,423
2016-12-10,ios-app,296
2016-12-10,IE with Chrome Frame,236
2016-12-10,Iron,231
2016-12-10,NetFront,223
2016-12-10,Playstation Vita Browser,173
2016-12-10,DDG-Android-3.0.14,172
2016-12-10,Playstation 3,172
2016-12-10,Netscape,160
2016-12-10,YE,136
2016-12-10,Caremark iPhone,132
2016-12-11,Chrome,7877043
2016-12-11,Safari,5575282
2016-12-11,Internet Explorer,1446588
2016-12-11,Firefox,1248009
2016-12-11,Edge,739853
2016-12-11,Safari (in-app),305703
2016-12-11,Android Browser,123678
2016-12-11,Amazon Silk,85608
2016-12-11,Opera Mini,46481
2016-12-11,Opera,42824
2016-12-11,UC Browser,36290
2016-12-11,BlackBerry,10338
2016-12-11,YaBrowser,5436
2016-12-11,Mozilla Compatible Agent,3545
2016-12-11,Maxthon,3511
2016-12-11,Coc Coc,3007
2016-12-11,SeaMonkey,2024
2016-12-11,Nokia Browser,649
2016-12-11,Mozilla,538
2016-12-11,Nintendo Browser,444
2016-12-11,MRCHROME,401
2016-12-11,IE with Chrome Frame,251
2016-12-11,NetFront,228
2016-12-11,Playstation 3,204
2016-12-11,ios-app,202
2016-12-11,Iron,187
2016-12-11,Playstation Vita Browser,180
2016-12-11,DDG-Android-3.0.14,172
2016-12-11,Caremark iPhone,133
2016-12-11,Netscape,116
2016-12-11,YE,110
2016-12-12,Chrome,14201980
2016-12-12,Safari,7636234
2016-12-12,Internet Explorer,5646677
2016-12-12,Firefox,2410763
2016-12-12,Edge,1122534
2016-12-12,Safari (in-app),367779
2016-12-12,Android Browser,139241
2016-12-12,Amazon Silk,87666
2016-12-12,Opera,58092
2016-12-12,Opera Mini,53449
2016-12-12,UC Browser,38640
2016-12-12,BlackBerry,12108
2016-12-12,YaBrowser,6418
2016-12-12,Mozilla Compatible Agent,5550
2016-12-12,Maxthon,5025
2016-12-12,Coc Coc,3578
2016-12-12,SeaMonkey,3014
2016-12-12,IE with Chrome Frame,784
2016-12-12,Mozilla,736
2016-12-12,Nokia Browser,627
2016-12-12,MRCHROME,445
2016-12-12,ios-app,405
2016-12-12,Nintendo Browser,387
2016-12-12,Iron,362
2016-12-12,NetFront,231
2016-12-12,DDG-Android-3.0.14,200
2016-12-12,Playstation Vita Browser,195
2016-12-12,Caremark iPhone,178
2016-12-12,Playstation 3,166
2016-12-12,YE,131
2016-12-12,Netscape,128
2016-12-13,Chrome,13903553
2016-12-13,Safari,7530027
2016-12-13,Internet Explorer,5567451
2016-12-13,Firefox,2353557
2016-12-13,Edge,1084664
2016-12-13,Safari (in-app),356451
2016-12-13,Android Browser,140475
2016-12-13,Amazon Silk,87757
2016-12-13,Android Webview,86214
2016-12-13,Opera,57524
2016-12-13,Opera Mini,54213
2016-12-13,UC Browser,40973
2016-12-13,BlackBerry,12096
2016-12-13,YaBrowser,6059
2016-12-13,Mozilla Compatible Agent,5425
2016-12-13,Maxthon,4755
2016-12-13,Coc Coc,3447
2016-12-13,SeaMonkey,2775
2016-12-13,IE with Chrome Frame,809
2016-12-13,Mozilla,640
2016-12-13,Nokia Browser,626
2016-12-13,ios-app,436
2016-12-13,Nintendo Browser,418
2016-12-13,MRCHROME,417
2016-12-13,Iron,333
2016-12-13,NetFront,255
2016-12-13,Caremark iPhone,209
2016-12-13,Playstation 3,207
2016-12-13,DDG-Android-3.0.14,189
2016-12-13,Playstation Vita Browser,176
2016-12-13,YE,124
